Date,Open,High,Low,Close,Adj Close,Volume
2021-08-30,77.449997,77.449997,75.629997,75.730003,72.249527,544600
2021-08-31,75.900002,76.220001,75.389999,75.709999,72.230431,1082000
2021-09-01,75.730003,76.169998,74.269997,75.760002,72.278137,676000
2021-09-02,76.769997,78.690002,76.550003,77.190002,73.642426,1039900
2021-09-03,77.160004,77.470001,76.279999,77.389999,73.833221,609600
2021-09-07,77.000000,78.000000,76.650002,77.050003,73.508850,1319400
2021-09-08,76.690002,77.019997,74.629997,76.489998,72.974586,1333300
2021-09-09,76.379997,76.620003,75.190002,75.650002,72.173203,1016600
2021-09-10,75.639999,76.919998,75.610001,76.139999,72.640678,758900
2021-09-13,77.000000,77.760002,76.559998,77.250000,73.699654,877400
2021-09-14,77.349998,78.440002,76.769997,76.980003,73.442070,1016900
2021-09-15,77.000000,81.309998,76.709999,81.129997,77.401329,1844900
2021-09-16,81.120003,81.760002,80.370003,81.089996,77.363174,1034700
2021-09-17,81.190002,81.489998,79.800003,80.580002,76.876617,1923900
2021-09-20,78.260002,78.750000,76.230003,77.120003,73.575630,925500
2021-09-21,77.639999,77.639999,75.809998,77.110001,73.566101,759100
2021-09-22,78.040001,78.919998,76.070000,77.290001,73.737808,1692900
2021-09-23,77.720001,79.599998,77.510002,78.690002,75.073479,609700
2021-09-24,78.330002,79.400002,77.940002,78.769997,75.149803,827400
2021-09-27,79.300003,80.589996,78.750000,80.339996,76.647652,922100
2021-09-28,80.940002,82.309998,80.440002,80.680000,76.972023,1105200
2021-09-29,81.250000,81.889999,80.529999,80.940002,77.220062,695400
2021-09-30,81.019997,81.849998,79.910004,81.320000,77.582603,1241000
2021-10-01,81.680000,83.089996,80.730003,82.519997,78.727448,952600
2021-10-04,82.519997,83.620003,82.320000,82.589996,78.794235,835600
2021-10-05,82.940002,84.209999,81.769997,84.120003,80.253922,1433800
2021-10-06,83.419998,84.330002,82.059998,83.930000,80.072647,952600
2021-10-07,84.300003,85.089996,83.900002,84.500000,80.616447,677300
2021-10-08,84.750000,85.000000,84.129997,84.360001,80.482880,529100
2021-10-11,85.050003,85.580002,84.400002,84.940002,81.036232,689700
2021-10-12,84.430000,85.129997,84.129997,84.470001,80.587830,619600
2021-10-13,84.610001,84.750000,83.029999,84.059998,80.196678,844200
2021-10-14,84.669998,86.000000,84.199997,85.870003,81.923492,862900
2021-10-15,86.449997,86.629997,85.580002,85.620003,81.684975,625500
2021-10-18,85.120003,86.120003,84.790001,85.680000,81.742218,483200
2021-10-19,86.230003,86.739998,85.629997,86.470001,82.495918,538100
2021-10-20,86.500000,88.029999,86.129997,87.580002,83.554909,996800
2021-10-21,87.599998,88.169998,86.870003,87.690002,83.659851,683600
2021-10-22,87.599998,88.610001,87.449997,88.330002,84.270439,665500
2021-10-25,88.589996,89.190002,87.739998,88.320000,84.260887,773200
2021-10-26,88.820000,89.120003,87.050003,87.250000,83.240067,1050500
2021-10-27,90.000000,91.150002,89.029999,90.620003,86.455200,2073000
2021-10-28,91.290001,92.930000,90.000000,92.910004,88.639931,2044100
2021-10-29,92.940002,93.680000,91.959999,92.639999,88.382347,1302600
2021-11-01,93.279999,94.099998,91.790001,92.120003,87.886246,1447900
2021-11-02,91.760002,91.989998,90.370003,91.129997,86.941734,910100
2021-11-03,90.519997,91.639999,89.089996,91.459999,87.256584,1451800
2021-11-04,91.699997,92.809998,91.540001,92.570000,88.315567,958800
2021-11-05,93.000000,93.199997,91.949997,92.919998,88.649475,887100
2021-11-08,93.370003,94.089996,92.339996,92.489998,88.239235,550600
2021-11-09,92.500000,93.699997,91.570000,92.889999,88.620865,769900
2021-11-10,92.629997,93.279999,91.930000,92.300003,88.057976,1076400
2021-11-11,92.529999,94.309998,92.120003,93.959999,89.641693,828300
2021-11-12,94.000000,95.320000,93.500000,95.129997,90.757912,981600
2021-11-15,95.370003,96.230003,94.760002,96.150002,91.731018,977400
2021-11-16,96.150002,96.989998,95.290001,95.730003,91.330338,1114900
2021-11-17,94.760002,95.790001,93.750000,95.629997,91.738029,1272700
2021-11-18,95.099998,96.110001,94.519997,96.019997,92.112160,848400
2021-11-19,95.160004,96.080002,93.839996,94.110001,90.279900,878200
2021-11-22,94.360001,95.480003,93.639999,94.209999,90.375824,973400
2021-11-23,94.059998,94.830002,93.550003,94.300003,90.462158,640900
2021-11-24,94.230003,94.410004,92.599998,92.839996,89.061577,841600
2021-11-26,90.839996,90.940002,89.389999,90.480003,86.797638,902400
2021-11-29,91.750000,92.000000,89.879997,90.580002,86.893555,944100
2021-11-30,89.900002,89.900002,86.000000,86.570000,83.046761,2229700
2021-12-01,88.300003,88.930000,84.449997,84.489998,81.051407,1022600
2021-12-02,85.010002,87.029999,84.379997,86.050003,82.547928,1328000
2021-12-03,86.790001,88.269997,86.040001,86.620003,83.094727,1486800
2021-12-06,87.720001,88.389999,86.269997,86.559998,83.037170,1043700
2021-12-07,87.430000,88.660004,86.629997,87.779999,84.207520,743300
2021-12-08,87.730003,88.739998,86.949997,87.019997,83.478439,630100
2021-12-09,86.889999,86.889999,84.860001,85.480003,82.001122,934900
2021-12-10,86.250000,87.029999,85.779999,86.910004,83.372917,942000
